Temporada,Adversário,Total Jogos,Média Pontos,Média Rebotes,Média Assistências,Pct. Abaixo Média Pontos,Pct. Abaixo Média Rebotes,Pct. Abaixo Média Assistências,Mediana Pontos,Mediana Rebotes,Mediana Assistências,Pct. Abaixo Mediana Pontos,Pct. Abaixo Mediana Rebotes,Pct. Abaixo Mediana Assistências,Moda Pontos,Moda Rebotes,Moda Assistências,Freq. Moda Pontos,Freq. Moda Rebotes,Freq. Moda Assistências,Pct. Abaixo Moda Pontos,Pct. Abaixo Moda Rebotes,Pct. Abaixo Moda Assistências,Desvio Padrão Pontos,Desvio Padrão Rebotes,Desvio Padrão Assistências
2024-25,LAL,6,17.833333333333332,5.5,6.833333333333333,50.0,50.0,50.0,15.5,5.5,4.5,50.0,50.0,50.0,4,4,2,1,2,2,0.0,16.666666666666664,16.666666666666664,12.056809970579558,3.5637059362410923,7.1949056051255225
