Total Jogos,Roubos de Bola por Jogo,Rebotes Defensivos por Jogo,Tocos por Jogo,Erros por Jogo,Faltas por Jogo
88,7.670454545454546,32.27272727272727,4.3977272727272725,13.159090909090908,18.53409090909091
