Total Jogos,Pontos por Jogo,Assistências por Jogo,Rebotes por Jogo,Cestas de 3 Pontos Convertidas,Cestas de 2 Pontos Convertidas,Lances Livres Convertidos
57,115.6140350877193,29.157894736842106,45.12280701754386,13.192982456140351,28.982456140350877,18.07017543859649
