SEASON_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,PTS,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PLUS_MINUS,TEAM,WIN,HOME_AWAY,HOME_TEAM,AWAY_TEAM,OPPONENT,PTS_OPP
22024,1610612737,ATL,Atlanta Hawks,22400612,2025-01-22,ATL vs. DET,L,241,104,39,103,0.379,6,38,0.158,20,26,0.769,15,32,47,25,14,3,13,14,-10.0,Atlanta Hawks,0,Home,ATL,ATL vs. DET,ATL vs. DET,
22024,1610612737,ATL,Atlanta Hawks,22400602,2025-01-20,ATL @ NYK,L,239,110,40,85,0.471,13,30,0.433,17,22,0.773,16,25,41,23,10,6,23,21,-9.0,Atlanta Hawks,0,Away,NYK,ATL,NYK,
22024,1610612737,ATL,Atlanta Hawks,22400587,2025-01-18,ATL @ BOS,W,265,119,44,93,0.473,9,37,0.243,22,28,0.786,13,42,55,27,9,10,17,17,4.0,Atlanta Hawks,1,Away,BOS,ATL,BOS,
22024,1610612737,ATL,Atlanta Hawks,22400563,2025-01-15,ATL @ CHI,W,240,110,41,100,0.41,13,43,0.302,15,22,0.682,14,37,51,28,11,5,9,15,16.0,Atlanta Hawks,1,Away,CHI,ATL,CHI,
22024,1610612737,ATL,Atlanta Hawks,22400556,2025-01-14,ATL vs. PHX,W,241,122,43,98,0.439,17,41,0.415,19,26,0.731,20,34,54,22,10,3,12,21,5.0,Atlanta Hawks,1,Home,ATL,ATL vs. PHX,ATL vs. PHX,
22024,1610612737,ATL,Atlanta Hawks,22400522,2025-01-09,ATL @ PHX,L,239,115,42,86,0.488,15,32,0.469,16,17,0.941,8,24,32,32,11,3,11,19,-8.0,Atlanta Hawks,0,Away,PHX,ATL,PHX,
22024,1610612737,ATL,Atlanta Hawks,22400506,2025-01-07,ATL @ UTA,W,240,124,47,98,0.48,18,44,0.409,12,15,0.8,12,32,44,35,6,11,10,22,3.0,Atlanta Hawks,1,Away,UTA,ATL,UTA,
22024,1610612737,ATL,Atlanta Hawks,22400486,2025-01-04,ATL @ LAC,L,240,105,38,88,0.432,16,46,0.348,13,17,0.765,8,35,43,30,11,4,22,12,-26.0,Atlanta Hawks,0,Away,LAC,ATL,LAC,
22024,1610612737,ATL,Atlanta Hawks,22400477,2025-01-03,ATL @ LAL,L,240,102,41,100,0.41,6,34,0.176,14,18,0.778,13,26,39,22,10,3,8,22,-17.0,Atlanta Hawks,0,Away,LAL,ATL,LAL,
22024,1610612737,ATL,Atlanta Hawks,22400461,2025-01-01,ATL @ DEN,L,240,120,45,100,0.45,16,46,0.348,14,21,0.667,12,32,44,34,10,5,13,16,-19.0,Atlanta Hawks,0,Away,DEN,ATL,DEN,
22024,1610612737,ATL,Atlanta Hawks,22400438,2024-12-29,ATL @ TOR,W,240,136,46,95,0.484,18,45,0.4,26,35,0.743,14,26,40,30,22,8,14,19,29.0,Atlanta Hawks,1,Away,TOR,ATL,TOR,
22024,1610612737,ATL,Atlanta Hawks,22400427,2024-12-28,ATL vs. MIA,W,240,120,44,86,0.512,15,37,0.405,17,22,0.773,9,38,47,34,7,2,11,16,10.0,Atlanta Hawks,1,Home,ATL,ATL vs. MIA,ATL vs. MIA,
22024,1610612737,ATL,Atlanta Hawks,22400413,2024-12-26,ATL vs. CHI,W,240,141,46,89,0.517,17,45,0.378,32,34,0.941,12,32,44,32,9,5,12,13,8.0,Atlanta Hawks,1,Home,ATL,ATL vs. CHI,ATL vs. CHI,
22024,1610612737,ATL,Atlanta Hawks,22400395,2024-12-23,ATL vs. MIN,W,239,117,39,73,0.534,18,36,0.5,21,26,0.808,6,32,38,27,15,6,21,14,13.0,Atlanta Hawks,1,Home,ATL,ATL vs. MIN,ATL vs. MIN,
22024,1610612737,ATL,Atlanta Hawks,22400378,2024-12-21,ATL vs. MEM,L,239,112,39,80,0.488,14,38,0.368,20,24,0.833,6,35,41,29,11,6,25,14,-16.0,Atlanta Hawks,0,Home,ATL,ATL vs. MEM,ATL vs. MEM,
22024,1610612737,ATL,Atlanta Hawks,22400370,2024-12-19,ATL @ SAS,L,266,126,46,97,0.474,16,38,0.421,18,21,0.857,12,41,53,32,14,6,22,22,-7.0,Atlanta Hawks,0,Away,SAS,ATL,SAS,
22024,1610612737,ATL,Atlanta Hawks,22401229,2024-12-14,ATL @ MIL,L,241,102,35,82,0.427,10,24,0.417,22,34,0.647,7,37,44,23,3,6,13,20,-8.0,Atlanta Hawks,0,Away,MIL,ATL,MIL,
22024,1610612737,ATL,Atlanta Hawks,22401202,2024-12-11,ATL @ NYK,W,239,108,43,104,0.413,9,31,0.29,13,20,0.65,22,36,58,27,5,7,10,13,8.0,Atlanta Hawks,1,Away,NYK,ATL,NYK,
22024,1610612737,ATL,Atlanta Hawks,22400350,2024-12-08,ATL vs. DEN,L,239,111,41,101,0.406,9,40,0.225,20,27,0.741,19,26,45,26,12,2,12,22,-30.0,Atlanta Hawks,0,Home,ATL,ATL vs. DEN,ATL vs. DEN,
22024,1610612737,ATL,Atlanta Hawks,22400334,2024-12-06,ATL vs. LAL,W,265,134,50,100,0.5,17,40,0.425,17,22,0.773,11,37,48,40,10,5,17,24,2.0,Atlanta Hawks,1,Home,ATL,ATL vs. LAL,ATL vs. LAL,
22024,1610612737,ATL,Atlanta Hawks,22400323,2024-12-04,ATL @ MIL,W,240,119,45,102,0.441,9,32,0.281,20,22,0.909,15,39,54,29,16,3,11,25,15.0,Atlanta Hawks,1,Away,MIL,ATL,MIL,
22024,1610612737,ATL,Atlanta Hawks,22400315,2024-12-02,ATL vs. NOP,W,241,124,49,96,0.51,10,38,0.263,16,20,0.8,11,40,51,30,12,4,18,15,12.0,Atlanta Hawks,1,Home,ATL,ATL vs. NOP,ATL vs. NOP,
22024,1610612737,ATL,Atlanta Hawks,22400300,2024-11-30,ATL @ CHA,W,240,107,38,78,0.487,10,33,0.303,21,27,0.778,14,35,49,27,8,7,20,15,3.0,Atlanta Hawks,1,Away,CHA,ATL,CHA,
22024,1610612737,ATL,Atlanta Hawks,22400041,2024-11-29,ATL vs. CLE,W,241,117,44,85,0.518,14,34,0.412,15,18,0.833,10,43,53,33,9,5,18,20,16.0,Atlanta Hawks,1,Home,ATL,ATL vs. CLE,ATL vs. CLE,
22024,1610612737,ATL,Atlanta Hawks,22400287,2024-11-27,ATL @ CLE,W,240,135,46,97,0.474,20,42,0.476,23,25,0.92,14,37,51,39,6,6,13,21,11.0,Atlanta Hawks,1,Away,CLE,ATL,CLE,
22024,1610612737,ATL,Atlanta Hawks,22400280,2024-11-25,ATL vs. DAL,L,240,119,48,101,0.475,9,31,0.29,14,16,0.875,9,30,39,32,10,6,14,15,-10.0,Atlanta Hawks,0,Home,ATL,ATL vs. DAL,ATL vs. DAL,
22024,1610612737,ATL,Atlanta Hawks,22400030,2024-11-22,ATL @ CHI,L,240,122,49,107,0.458,10,34,0.294,14,19,0.737,14,28,42,32,11,4,11,16,-14.0,Atlanta Hawks,0,Away,CHI,ATL,CHI,
22024,1610612737,ATL,Atlanta Hawks,22400258,2024-11-20,ATL @ GSW,L,238,97,35,105,0.333,12,45,0.267,15,24,0.625,21,44,65,27,9,5,17,17,-23.0,Atlanta Hawks,0,Away,GSW,ATL,GSW,
22024,1610612737,ATL,Atlanta Hawks,22400250,2024-11-18,ATL @ SAC,W,239,109,39,83,0.47,16,38,0.421,15,18,0.833,6,31,37,34,7,7,14,19,1.0,Atlanta Hawks,1,Away,SAC,ATL,SAC,
22024,1610612737,ATL,Atlanta Hawks,22400239,2024-11-17,ATL @ POR,L,240,110,39,85,0.459,11,32,0.344,21,25,0.84,16,31,47,30,10,7,25,19,-4.0,Atlanta Hawks,0,Away,POR,ATL,POR,
22024,1610612737,ATL,Atlanta Hawks,22400012,2024-11-15,ATL vs. WAS,W,240,129,46,98,0.469,12,37,0.324,25,30,0.833,15,40,55,28,10,10,16,17,12.0,Atlanta Hawks,1,Home,ATL,ATL vs. WAS,ATL vs. WAS,
22024,1610612737,ATL,Atlanta Hawks,22400001,2024-11-12,ATL @ BOS,W,240,117,50,99,0.505,10,32,0.313,7,13,0.538,19,25,44,35,16,2,16,17,1.0,Atlanta Hawks,1,Away,BOS,ATL,BOS,
22024,1610612737,ATL,Atlanta Hawks,22400198,2024-11-09,ATL vs. CHI,L,240,113,41,89,0.461,9,29,0.31,22,30,0.733,10,29,39,31,8,5,13,19,-12.0,Atlanta Hawks,0,Home,ATL,ATL vs. CHI,ATL vs. CHI,
22024,1610612737,ATL,Atlanta Hawks,22400185,2024-11-08,ATL @ DET,L,240,121,44,97,0.454,15,36,0.417,18,23,0.783,15,29,44,30,12,7,17,21,-1.0,Atlanta Hawks,0,Away,DET,ATL,DET,
22024,1610612737,ATL,Atlanta Hawks,22400171,2024-11-06,ATL vs. NYK,W,240,121,45,100,0.45,15,38,0.395,16,22,0.727,16,32,48,31,12,4,8,14,5.0,Atlanta Hawks,1,Home,ATL,ATL vs. NYK,ATL vs. NYK,
22024,1610612737,ATL,Atlanta Hawks,22400157,2024-11-04,ATL vs. BOS,L,240,93,37,89,0.416,6,31,0.194,13,16,0.813,8,35,43,23,9,3,19,13,-30.0,Atlanta Hawks,0,Home,ATL,ATL vs. BOS,ATL vs. BOS,
22024,1610612737,ATL,Atlanta Hawks,22400152,2024-11-03,ATL @ NOP,W,240,126,50,88,0.568,15,36,0.417,11,12,0.917,10,31,41,29,10,3,16,17,15.0,Atlanta Hawks,1,Away,NOP,ATL,NOP,
22024,1610612737,ATL,Atlanta Hawks,22400135,2024-11-01,ATL vs. SAC,L,240,115,41,92,0.446,19,50,0.38,14,18,0.778,8,32,40,30,8,4,13,22,-8.0,Atlanta Hawks,0,Home,ATL,ATL vs. SAC,ATL vs. SAC,
22024,1610612737,ATL,Atlanta Hawks,22400121,2024-10-30,ATL @ WAS,L,240,120,45,95,0.474,12,39,0.308,18,21,0.857,12,29,41,28,10,3,15,19,-13.0,Atlanta Hawks,0,Away,WAS,ATL,WAS,
22024,1610612737,ATL,Atlanta Hawks,22400103,2024-10-28,ATL vs. WAS,L,240,119,39,81,0.481,15,40,0.375,26,36,0.722,6,33,39,32,12,7,16,22,-2.0,Atlanta Hawks,0,Home,ATL,ATL vs. WAS,ATL vs. WAS,
22024,1610612737,ATL,Atlanta Hawks,22400100,2024-10-27,ATL @ OKC,L,240,104,36,91,0.396,10,31,0.323,22,29,0.759,17,32,49,24,7,4,19,23,-24.0,Atlanta Hawks,0,Away,OKC,ATL,OKC,
22024,1610612737,ATL,Atlanta Hawks,22400079,2024-10-25,ATL vs. CHA,W,240,125,39,81,0.481,14,38,0.368,33,38,0.868,7,32,39,25,11,9,13,28,5.0,Atlanta Hawks,1,Home,ATL,ATL vs. CHA,ATL vs. CHA,
22024,1610612737,ATL,Atlanta Hawks,22400064,2024-10-23,ATL vs. BKN,W,241,120,39,80,0.488,9,28,0.321,33,46,0.717,12,33,45,25,12,9,16,20,4.0,Atlanta Hawks,1,Home,ATL,ATL vs. BKN,ATL vs. BKN,
12024,1610612737,ATL,Atlanta Hawks,12400064,2024-10-17,ATL @ OKC,L,239,99,39,101,0.386,16,54,0.296,5,5,1.0,17,34,51,25,9,5,17,22,-5.0,Atlanta Hawks,0,Away,OKC,ATL,OKC,
12024,1610612737,ATL,Atlanta Hawks,12400025,2024-10-16,ATL @ MIA,L,239,111,37,87,0.425,17,45,0.378,20,26,0.769,9,29,38,28,11,2,22,21,-9.0,Atlanta Hawks,0,Away,MIA,ATL,MIA,
12024,1610612737,ATL,Atlanta Hawks,12400046,2024-10-14,ATL vs. PHI,L,238,89,35,94,0.372,13,44,0.295,6,11,0.545,15,37,52,27,9,5,20,17,-15.0,Atlanta Hawks,0,Home,ATL,ATL vs. PHI,ATL vs. PHI,
12024,1610612737,ATL,Atlanta Hawks,12400018,2024-10-08,ATL vs. IND,W,240,131,47,89,0.528,15,39,0.385,22,31,0.71,12,31,43,35,14,2,19,23,1.0,Atlanta Hawks,1,Home,ATL,ATL vs. IND,ATL vs. IND,
