Total Rebotes,Total Rebotes Ofensivos,Total Rebotes Defensivos,Total Pontos,Total Cestas de 2 Pontos,Total Cestas de 3 Pontos,Total Lances Livres
3923,1083,2840,10358,2568,1198,1628
