Total Rebotes,Total Rebotes Ofensivos,Total Rebotes Defensivos,Total Pontos,Total Cestas de 2 Pontos,Total Cestas de 3 Pontos,Total Lances Livres
2572,680,1892,6590,1652,752,1030
