Total Jogos,Roubos de Bola por Jogo,Rebotes Defensivos por Jogo,Tocos por Jogo,Erros por Jogo,Faltas por Jogo
57,10.087719298245615,33.19298245614035,5.0701754385964914,15.456140350877194,18.719298245614034
