Temporada,Total Jogos,Jogos Casa,Jogos Fora,Média Pontos,Média Rebotes,Média Assistências,Pct. Abaixo Média Pontos,Pct. Abaixo Média Rebotes,Pct. Abaixo Média Assistências,Mediana Pontos,Mediana Rebotes,Mediana Assistências,Pct. Abaixo Mediana Pontos,Pct. Abaixo Mediana Rebotes,Pct. Abaixo Mediana Assistências,Moda Pontos,Moda Rebotes,Moda Assistências,Freq. Moda Pontos,Freq. Moda Rebotes,Freq. Moda Assistências,Pct. Abaixo Moda Pontos,Pct. Abaixo Moda Rebotes,Pct. Abaixo Moda Assistências
2024-25,130,61,69,17.346153846153847,7.069230769230769,6.115384615384615,51.53846153846153,53.84615384615385,56.15384615384615,17.0,7.0,5.0,49.23076923076923,46.92307692307692,49.23076923076923,18,4,1,8,18,25,51.53846153846153,23.846153846153847,6.923076923076923
