Real_Pontos,Predito_Pontos,Real_Rebotes,Predito_Rebotes,Real_Assistências,Predito_Assistências
1.0480426391467637,1.6319819473756694,-0.943731511411742,-1.3072776775969204,-0.0219604056547255,1.2853613760625386
-0.5803901467784867,-0.8040817339043174,-0.4798937175231731,0.45571613394841015,-1.1639014997004586,-0.8954167427491893
-0.6889523325068367,-0.7506892633938925,1.3754574580311023,0.500017180118077,-0.9735779840261698,-0.870786831285748
-1.0146388896918868,-1.030999733573623,0.2158629733096801,0.26743668772732565,-0.5929309526775921,-1.0000938664688144
-0.2547035895934366,0.7426783814378735,1.6073763549753868,-0.003245344603741098,-0.4026074370033032,0.15697125463387676
1.1566048248751135,0.8552679129305034,-0.7118126144674576,-0.6587344977683386,0.9296571727167188,1.1571247239560565
0.5052317105050135,0.4184295039105578,-0.4798937175231731,-0.3904807760730317,0.9296571727167188,0.7794408624162817
-0.2547035895934366,-0.019526617285330238,0.679700767198249,0.5075548476664713,-0.4026074370033032,0.22507080967231463
1.2651670106034636,1.4821280673492572,-0.4798937175231731,-0.800905832739654,0.3586866256938522,1.0400632886387602
-1.6660120040619868,-1.1101350023658598,0.4477818702539646,0.20177620858299802,-0.5929309526775921,-1.0365989138164147
-0.0375792181367366,-0.15354626829288195,0.4477818702539646,0.09679246371021342,-0.4026074370033032,0.5425340300291461
-0.5803901467784867,-0.8898910615103572,-0.4798937175231731,0.38451802403287405,-0.9735779840261698,-0.9350005290297198
-0.6889523325068367,0.42245073292511526,-1.4075693053003109,-0.5369257548433003,1.690951235413874,0.9709390512380257
-1.557449818333637,-0.9718866412227953,0.4477818702539646,0.3164842745580284,-0.9735779840261698,-0.9728250359200042
-0.3632657753217866,-0.05807905846325952,1.3754574580311023,0.7751299216814839,-0.5929309526775921,-0.17199980309313953
1.1566048248751135,0.4650639469758022,1.3754574580311023,0.39712042549039406,-0.2122839213290144,-0.14726269236313588
0.0709829675916134,-0.5762102972616112,-0.2479748205788887,0.6447866702796672,-0.9735779840261698,-0.7902997991820027
-1.1232010754202368,-0.1705846213245116,-0.943731511411742,0.6817812886811144,2.4522452981110296,-0.2238985451053905
1.3737291963318137,0.477127634019474,-0.4798937175231731,-0.04221451082041131,1.1199806883910075,0.4272318741020954
1.916540124973564,1.9551970813584196,-1.1756504083560264,-1.039098130248401,1.3103042040652964,1.4344603043858701
-1.231763261148587,-0.5266315746447882,0.2158629733096801,0.6859233560086436,-1.1639014997004586,-0.7674291671088073
-1.0146388896918868,-0.8860773136167555,-0.0160559236346042,0.38768238447356457,-0.783254468351881,-0.9332412496394739
0.2881073390483134,0.5057307432214873,0.4477818702539646,-0.018481807515232637,-0.9735779840261698,0.4404264695289389
-1.4488876326052869,-1.050068473041632,-0.0160559236346042,0.2516148855238731,-0.9735779840261698,-1.0088902634200434
1.2651670106034636,0.3242059619519052,1.1435385610868178,0.6113934029172963,0.1683631100195633,-0.00912458229586537
1.916540124973564,1.2264834459883605,-1.1756504083560264,-1.6121464292199248,1.5006277197395852,1.6807073873707221
